"p","q","n"
"a114314464790579975453832405785152617521795853285262072265407984159278548611003","a114381091406481327416116770211390241278540799591649675001850259713094227192893","a13075413246294319506100462104061519639036021631093607683545107480714813504169045750429733192882185503230926404093274285204491151279769587657825056903201679"
"a109824839188868313181252569221972505189521565386651005798301517242976094355633","a86415371052936026779829701084405401439154475006710701758247893075892482367187","a9490554229335084982094554467456932940890631860179575426770815037868214152372201834146184468800886843027267643831428282690949717257107010480842209267814371"
"a107706555038151974600064958998762738671445172408157625236873123968116411406141","a101509658895342255607881351652203505785993888604753844012715892480763609638831","a10933255662715213825290686995267583217336539012390394154875034174152704631012225853790171923936339930724334944211869850062741528584998630192887137865461171"
"a69410243483139665714827140359737126829786902194402395912053784573733421564729","a69710520715718058851576827607287949926198886512412258196311514097219009032593","a4838624216214442059774803901597033874602251186446662051731848165893599590084694378514928136118156707658137389919346806059810048773618665019876142620212297"
"a77626001086096323248920393339542824894495475618029223663090768860459518341991","a79034201597112565898474518224325406043601031830222335028441144640082866858429","a6135109019016215805972892739939833164428208151929184288633322085607057587745704423540366733458903472352856932484504119150507826550035477140571297002992139"
"a96978260283413910903110218233728639960700605776400136615754422118001916931399","a106364445397426707703998060963284542574209104914649464927034380801105412871157","a10315038870652614041787351659590019710260272452712369559837778974573624094744330293309796167336016645173532952477115215964459856881587886790367579594758643"
"a109277754468963124306703431595003610360491346676925227643489524339612236876751","a58040592988079225302843897249098523898533617280827156743614445098477580884877","a6342545669784344339458128202762588230194522434294787701661781990623498599509780038802644604058662213147344370444202001095566664273919323267254073368794627"
"a71993749404691341697704247860646268779539393871747672205877214873242046516643","a58228250949169468973490001169550533910030165197457514037145159955801776549793","a4192070107107987509070740066081136147031755081704291559284554518846127811189146779420015012357585504882030802967937335660474627712314916523357438492704899"
"a104056185380791143081848771331147011739159213622251280544639160748637046292711","a85855197129440317563392619433086467681630993306256803804208379735917955999807","a8933764308405409285272171508049200995869325538188029356508134655512141357263813476534666994200196366160599194272593371137821959889362361053769868781506777"
"a94225038599235705505177685850023366437552230121546955241734181530395602619861","a64914969638039312072858866387303458951940525587457980528832315165646542918529","a6116615519812468054456661580444413938251688346377658876775810998218051931343585887769623949938822682547598510007942124057044845006313101133857649480304469"
"a101132805270092570917208787196152739697108065784081382651519885008922040369997","a75413181764312734929866573068547020039528799998399503883682262476078509340399","a7626746626168335924448878655744355594186791469906562363538846708007212479150860201837024734238507254384415511018331509647631739399039906952033714379608803"
"a67478677906344443278680432940202555670658071718237111159628883588765048860653","a114188814970929671985240214211707548818246863352719441259120051550735475314587","a7705310265930525659087476322865233571215993517330784184932975637408264493211509153286776822000837534553961114866721137351147658115292702511769191101245311"
"a62385090848968049108661675619542561409599138534002076384849668311823872039703","a115672197158279640465344920891903196583047663514921195698865295345713755852707","a7216220528419019173175330098982345954458399335923819581207034323040668134985571503648595139313149943223398336186460786411411016635436626040631670124026021"
"a107459313358646012698030033538887547999910574026335643356261683211582124263141","a66344905202308582979378978540909681140488894337817344980036992523506895472699","a7129377957884542054604321083075020760774559036683558495328197075233841560345950529885863980580678999651629222886141004980859205753449414804766414257487559"
"a76213794109854099651992873381064952126730798461080267038334323990730084119311","a98361658146867225595848182642952801745308094038593582132402801444332889349079","a7496515162309191872914709513388019547586783501017341302323637000498560627975428890442222724887964116233270250524207125403690498502209570417544353763964569"
"a109003608383244512208485610848189636251670093558064975288528035657061714273847","a94012532295175521292321853742590718357542652599240059305060567953417505211967","a10247705253420439895092947590157013937039559373130579961931792091718786079948975906518223679162919088674796406539263291982096043034996479363493881219527049"
"a114023139883712596016339800764927868780243149281067158749266800822690819570351","a80926510400945239011074107916848902884120254082212806610242438850906170615491","a9227494815747701312110566623172943696346611637000888857499544097462679781388798298704939521939544775204775508682766741245431971668773635665210193844907341"
